id,satisfaction
203,0.0
204,1.0
205,0.0
206,0.0
207,0.0
208,1.0
209,0.0
210,0.0
211,0.0
212,0.0
213,1.0
214,0.0
215,1.0
216,0.0
217,0.0
218,1.0
219,0.0
220,1.0
221,1.0
222,0.0
223,1.0
224,1.0
225,1.0
226,1.0
227,1.0
228,0.0
229,1.0
230,0.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,0.0
237,1.0
238,1.0
239,0.0
240,0.0
241,1.0
242,0.0
243,0.0
244,0.0
245,1.0
246,0.0
247,0.0
248,1.0
249,0.0
250,1.0
251,1.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,1.0
259,1.0
260,0.0
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,1.0
267,0.0
268,0.0
269,0.0
270,1.0
271,1.0
272,0.0
273,0.0
274,0.0
275,1.0
276,0.0
277,0.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,0.0
286,0.0
287,0.0
288,1.0
289,0.0
290,1.0
291,1.0
292,0.0
293,0.0
294,1.0
295,1.0
296,1.0
297,1.0
298,1.0
299,0.0
300,1.0
301,1.0
302,0.0
303,1.0
304,1.0
305,0.0
306,0.0
307,1.0
308,1.0
309,1.0
310,1.0
311,1.0
312,1.0
313,1.0
314,0.0
315,1.0
316,0.0
317,1.0
318,1.0
319,1.0
320,1.0
321,1.0
322,1.0
323,0.0
324,0.0
325,1.0
326,1.0
327,0.0
328,1.0
329,1.0
330,1.0
331,1.0
332,1.0
333,0.0
334,1.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,1.0
342,1.0
343,0.0
344,1.0
345,0.0
346,1.0
347,1.0
348,0.0
349,0.0
350,0.0
351,1.0
352,1.0
353,1.0
354,1.0
355,0.0
356,0.0
357,0.0
358,1.0
359,1.0
360,0.0
361,0.0
362,1.0
363,0.0
364,0.0
365,1.0
366,1.0
367,1.0
368,0.0
369,0.0
370,0.0
371,0.0
372,1.0
373,1.0
374,1.0
375,1.0
376,1.0
377,1.0
378,0.0
379,0.0
380,0.0
381,1.0
382,0.0
383,0.0
384,0.0
385,0.0
386,1.0
387,1.0
388,1.0
389,1.0
390,1.0
391,0.0
392,0.0
393,1.0
394,0.0
395,1.0
396,1.0
397,1.0
398,1.0
399,1.0
400,0.0
401,1.0
402,1.0
403,0.0
404,1.0
405,1.0
406,0.0
407,1.0
408,0.0
409,0.0
410,1.0
411,1.0
412,1.0
413,1.0
414,0.0
415,1.0
416,0.0
417,0.0
418,1.0
419,1.0
420,0.0
421,1.0
422,0.0
423,0.0
424,0.0
425,1.0
426,1.0
427,1.0
428,1.0
429,0.0
430,0.0
431,0.0
432,1.0
433,1.0
434,1.0
435,1.0
436,1.0
437,1.0
438,1.0
439,1.0
440,0.0
441,1.0
442,1.0
443,1.0
444,1.0
445,1.0
446,0.0
447,0.0
448,1.0
449,1.0
450,1.0
451,0.0
452,1.0
453,0.0
454,1.0
455,1.0
456,1.0
457,0.0
458,1.0
459,0.0
460,0.0
461,1.0
462,0.0
463,0.0
464,1.0
465,0.0
466,1.0
467,1.0
468,1.0
469,0.0
470,1.0
471,0.0
472,0.0
473,1.0
474,1.0
475,0.0
476,1.0
477,0.0
478,0.0
479,1.0
480,1.0
481,1.0
482,0.0
483,0.0
484,1.0
485,0.0
486,0.0
487,1.0
488,0.0
489,1.0
490,1.0
491,1.0
492,0.0
493,0.0
494,1.0
495,0.0
496,0.0
497,1.0
498,1.0
499,1.0
500,1.0
501,1.0
502,1.0
503,1.0
504,0.0
505,1.0
506,0.0
507,1.0
508,1.0
509,0.0
510,1.0
511,1.0
512,1.0
513,0.0
514,1.0
515,1.0
516,1.0
517,0.0
518,0.0
519,0.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,1.0
526,1.0
527,1.0
528,1.0
529,1.0
530,1.0
531,1.0
532,1.0
533,1.0
534,0.0
535,0.0
536,0.0
537,1.0
538,1.0
539,0.0
540,1.0
541,1.0
542,0.0
543,0.0
544,0.0
545,1.0
546,1.0
547,0.0
548,1.0
549,1.0
550,0.0
551,0.0
552,1.0
553,0.0
554,1.0
555,1.0
556,0.0
557,1.0
558,0.0
559,1.0
560,0.0
561,0.0
562,0.0
563,0.0
564,1.0
565,1.0
566,1.0
567,1.0
568,0.0
569,1.0
570,1.0
571,0.0
572,1.0
573,0.0
574,0.0
575,1.0
576,1.0
577,1.0
578,0.0
579,0.0
580,1.0
581,0.0
582,1.0
583,0.0
584,1.0
585,0.0
586,1.0
587,0.0
588,0.0
589,1.0
590,1.0
591,1.0
592,0.0
593,0.0
594,1.0
595,0.0
596,1.0
597,1.0
598,0.0
599,1.0
600,1.0
601,0.0
602,0.0
603,0.0
604,1.0
605,1.0
606,1.0
607,1.0
608,1.0
609,1.0
610,0.0
611,0.0
612,1.0
613,1.0
614,1.0
615,0.0
616,0.0
617,1.0
618,0.0
619,1.0
620,1.0
621,1.0
622,0.0
623,0.0
624,1.0
625,1.0
626,0.0
627,1.0
628,1.0
629,1.0
630,1.0
631,1.0
632,0.0
633,1.0
634,0.0
635,0.0
636,1.0
637,1.0
638,1.0
639,1.0
640,1.0
641,1.0
642,1.0
643,1.0
644,1.0
645,0.0
646,1.0
647,0.0
648,1.0
649,1.0
650,0.0
651,0.0
652,1.0
653,1.0
654,1.0
655,0.0
656,1.0
657,1.0
658,0.0
659,0.0
660,0.0
661,0.0
662,1.0
663,1.0
664,0.0
665,0.0
666,1.0
667,1.0
668,1.0
669,0.0
670,0.0
671,0.0
672,0.0
673,1.0
674,0.0
675,0.0
676,1.0
677,1.0
678,1.0
679,1.0
680,1.0
681,0.0
682,0.0
683,0.0
684,1.0
685,1.0
686,1.0
687,1.0
688,0.0
689,0.0
690,1.0
691,1.0
692,1.0
693,0.0
694,0.0
695,1.0
696,1.0
697,1.0
698,1.0
699,0.0
700,0.0
701,0.0
702,1.0
703,1.0
704,1.0
705,1.0
706,1.0
707,1.0
708,0.0
709,1.0
710,1.0
711,0.0
712,1.0
713,1.0
714,0.0
715,0.0
716,1.0
717,1.0
718,0.0
719,1.0
720,0.0
721,1.0
722,0.0
723,0.0
724,0.0
725,1.0
726,0.0
727,1.0
728,1.0
729,1.0
730,0.0
731,1.0
732,0.0
733,1.0
734,1.0
735,1.0
736,1.0
737,1.0
738,1.0
739,1.0
740,0.0
741,1.0
742,1.0
743,1.0
744,0.0
745,1.0
746,1.0
747,1.0
748,0.0
749,0.0
750,1.0
751,1.0
752,0.0
753,0.0
754,1.0
755,1.0
756,1.0
757,0.0
758,1.0
759,0.0
760,0.0
761,0.0
762,1.0
763,0.0
764,0.0
765,1.0
766,1.0
767,1.0
768,0.0
769,1.0
770,0.0
771,0.0
772,1.0
773,0.0
774,0.0
775,1.0
776,1.0
777,1.0
778,1.0
779,1.0
780,1.0
781,0.0
782,0.0
783,0.0
784,1.0
785,1.0
786,0.0
787,1.0
788,0.0
789,0.0
790,1.0
791,1.0
792,0.0
793,0.0
794,0.0
795,0.0
796,1.0
797,1.0
798,1.0
799,0.0
800,0.0
801,1.0
802,1.0
803,0.0
804,0.0
805,1.0
806,1.0
807,0.0
808,1.0
809,1.0
810,1.0
811,1.0
812,1.0
813,1.0
814,0.0
815,1.0
816,1.0
817,1.0
818,0.0
819,0.0
820,1.0
821,1.0
822,1.0
823,1.0
824,1.0
825,1.0
826,0.0
827,1.0
828,1.0
829,1.0
830,1.0
831,1.0
832,1.0
833,1.0
834,0.0
835,1.0
836,0.0
837,1.0
838,1.0
839,1.0
840,1.0
841,0.0
842,0.0
843,1.0
844,1.0
845,0.0
846,0.0
847,0.0
848,0.0
849,1.0
850,1.0
851,1.0
852,1.0
853,1.0
854,1.0
855,1.0
856,0.0
857,0.0
858,1.0
859,1.0
860,0.0
861,0.0
862,1.0
863,1.0
864,1.0
865,1.0
866,0.0
867,0.0
868,1.0
869,0.0
870,0.0
871,0.0
872,1.0
873,0.0
874,0.0
875,1.0
876,1.0
877,0.0
878,0.0
879,1.0
880,0.0
881,1.0
882,1.0
883,0.0
884,1.0
885,0.0
886,1.0
887,1.0
888,0.0
889,1.0
890,1.0
891,0.0
892,1.0
893,0.0
894,1.0
895,0.0
896,1.0
897,1.0
898,1.0
899,0.0
900,0.0
901,1.0
902,0.0
903,1.0
904,1.0
905,1.0
906,0.0
907,1.0
908,1.0
909,1.0
910,1.0
911,0.0
912,1.0
913,0.0
914,1.0
915,0.0
916,1.0
917,0.0
918,1.0
919,1.0
920,0.0
921,1.0
922,0.0
923,0.0
924,1.0
925,0.0
926,1.0
927,1.0
928,0.0
929,1.0
930,0.0
931,1.0
932,1.0
933,1.0
934,0.0
935,1.0
936,1.0
937,1.0
938,1.0
939,1.0
940,0.0
941,1.0
942,0.0
943,0.0
944,1.0
945,1.0
946,1.0
947,0.0
948,0.0
949,0.0
950,1.0
951,1.0
952,0.0
953,1.0
954,1.0
955,0.0
956,0.0
957,1.0
958,0.0
959,1.0
960,1.0
961,0.0
962,0.0
963,1.0
964,0.0
965,1.0
966,1.0
967,1.0
968,1.0
969,1.0
970,0.0
971,1.0
972,0.0
973,0.0
974,1.0
975,1.0
976,1.0
977,1.0
978,0.0
979,1.0
980,1.0
981,1.0
982,0.0
983,1.0
984,1.0
985,0.0
986,1.0
987,1.0
988,1.0
989,1.0
990,0.0
991,1.0
992,0.0
993,1.0
994,1.0
995,0.0
996,0.0
997,1.0
998,1.0
999,1.0
1000,1.0
1001,0.0
1002,1.0
1003,1.0
1004,1.0
1005,0.0
1006,1.0
1007,0.0
1008,1.0
1009,0.0
1010,0.0
1011,0.0
1012,1.0
1013,0.0
1014,1.0
1015,1.0
1016,1.0
1017,0.0
1018,0.0
1019,0.0
1020,1.0
1021,1.0
1022,1.0
1023,0.0
1024,1.0
1025,0.0
1026,1.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,1.0
1032,0.0
1033,1.0
1034,0.0
1035,0.0
1036,0.0
1037,1.0
1038,1.0
1039,0.0
1040,1.0
1041,0.0
1042,0.0
1043,1.0
1044,0.0
1045,1.0
1046,1.0
1047,0.0
1048,0.0
1049,0.0
1050,1.0
1051,1.0
1052,1.0
1053,0.0
1054,1.0
1055,1.0
1056,1.0
1057,1.0
1058,1.0
1059,1.0
1060,1.0
1061,1.0
1062,1.0
1063,0.0
1064,1.0
1065,0.0
1066,0.0
1067,1.0
1068,1.0
1069,0.0
1070,1.0
1071,0.0
1072,0.0
1073,1.0
1074,0.0
1075,1.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,1.0
1081,0.0
1082,0.0
1083,1.0
1084,1.0
1085,1.0
1086,0.0
1087,1.0
1088,0.0
1089,1.0
1090,0.0
1091,1.0
1092,1.0
1093,0.0
1094,0.0
1095,1.0
1096,0.0
1097,0.0
1098,1.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,1.0
1104,1.0
1105,0.0
1106,1.0
1107,0.0
1108,0.0
1109,1.0
1110,1.0
1111,1.0
1112,0.0
1113,1.0
1114,1.0
1115,1.0
1116,0.0
1117,1.0
1118,1.0
1119,1.0
1120,0.0
1121,1.0
1122,0.0
1123,0.0
1124,1.0
1125,1.0
1126,0.0
1127,1.0
1128,0.0
1129,1.0
1130,1.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,1.0
1136,1.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,1.0
1142,0.0
1143,1.0
1144,1.0
1145,0.0
1146,0.0
1147,1.0
1148,1.0
1149,1.0
1150,1.0
1151,1.0
1152,1.0
1153,1.0
1154,1.0
1155,0.0
1156,0.0
1157,1.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,1.0
1164,0.0
1165,0.0
1166,1.0
1167,0.0
1168,0.0
1169,1.0
1170,0.0
1171,1.0
1172,1.0
1173,1.0
1174,1.0
1175,1.0
1176,1.0
1177,1.0
1178,1.0
1179,1.0
1180,1.0
1181,1.0
1182,1.0
1183,0.0
1184,0.0
1185,1.0
1186,1.0
1187,0.0
1188,1.0
1189,1.0
1190,1.0
1191,1.0
1192,1.0
1193,0.0
1194,1.0
1195,0.0
1196,1.0
1197,1.0
1198,1.0
1199,1.0
1200,0.0
1201,1.0
1202,0.0
1203,1.0
1204,0.0
1205,0.0
1206,1.0
1207,0.0
1208,1.0
1209,1.0
1210,0.0
1211,1.0
1212,1.0
1213,1.0
1214,1.0
1215,1.0
1216,0.0
1217,1.0
1218,0.0
1219,1.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,1.0
1225,1.0
1226,0.0
1227,1.0
1228,0.0
1229,1.0
1230,0.0
1231,0.0
1232,0.0
1233,1.0
1234,0.0
1235,0.0
1236,1.0
1237,1.0
1238,1.0
1239,0.0
1240,0.0
1241,0.0
1242,1.0
1243,0.0
1244,0.0
1245,1.0
1246,1.0
1247,1.0
1248,1.0
1249,1.0
1250,1.0
1251,0.0
1252,0.0
1253,1.0
1254,1.0
1255,0.0
1256,1.0
1257,1.0
1258,1.0
1259,1.0
1260,1.0
1261,0.0
1262,1.0
1263,0.0
1264,1.0
1265,1.0
1266,0.0
1267,1.0
1268,1.0
1269,1.0
1270,1.0
1271,1.0
1272,0.0
1273,1.0
1274,1.0
1275,0.0
1276,1.0
1277,1.0
1278,1.0
1279,0.0
1280,0.0
1281,1.0
1282,1.0
1283,1.0
1284,1.0
1285,1.0
1286,1.0
1287,1.0
1288,0.0
1289,1.0
1290,0.0
1291,1.0
1292,1.0
1293,1.0
1294,1.0
1295,1.0
1296,1.0
1297,0.0
1298,1.0
1299,1.0
1300,0.0
1301,1.0
1302,1.0
1303,1.0
1304,0.0
1305,1.0
1306,1.0
1307,1.0
1308,1.0
1309,1.0
1310,0.0
1311,1.0
1312,1.0
1313,1.0
1314,0.0
1315,0.0
1316,1.0
1317,1.0
1318,1.0
1319,0.0
1320,1.0
1321,1.0
1322,1.0
1323,1.0
1324,0.0
1325,1.0
1326,1.0
1327,1.0
1328,1.0
1329,1.0
1330,0.0
1331,0.0
1332,1.0
1333,0.0
1334,1.0
1335,0.0
1336,0.0
1337,1.0
1338,1.0
1339,0.0
1340,1.0
1341,1.0
1342,1.0
1343,0.0
1344,1.0
1345,0.0
1346,1.0
1347,0.0
1348,1.0
1349,0.0
1350,0.0
1351,1.0
1352,1.0
1353,0.0
1354,0.0
1355,1.0
1356,0.0
1357,0.0
1358,1.0
1359,1.0
1360,0.0
1361,1.0
1362,1.0
1363,0.0
1364,1.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,1.0
1370,0.0
1371,1.0
1372,0.0
1373,1.0
1374,1.0
1375,1.0
1376,0.0
1377,0.0
1378,1.0
1379,0.0
1380,0.0
1381,1.0
1382,1.0
1383,1.0
1384,0.0
1385,1.0
1386,1.0
1387,1.0
1388,1.0
1389,1.0
1390,0.0
1391,1.0
1392,1.0
1393,0.0
1394,1.0
1395,1.0
1396,1.0
1397,1.0
1398,1.0
1399,1.0
1400,1.0
1401,1.0
1402,0.0
1403,1.0
1404,0.0
1405,0.0
1406,0.0
1407,1.0
1408,0.0
1409,1.0
1410,1.0
1411,0.0
1412,1.0
1413,1.0
1414,1.0
1415,0.0
1416,1.0
1417,1.0
1418,0.0
1419,1.0
1420,0.0
1421,0.0
1422,1.0
1423,1.0
1424,1.0
1425,1.0
1426,0.0
1427,0.0
1428,1.0
1429,1.0
1430,1.0
1431,0.0
1432,0.0
1433,0.0
1434,1.0
1435,0.0
1436,1.0
1437,0.0
1438,0.0
1439,1.0
1440,1.0
1441,0.0
1442,1.0
1443,0.0
1444,0.0
1445,1.0
1446,1.0
1447,1.0
1448,1.0
1449,1.0
1450,1.0
1451,0.0
1452,1.0
1453,0.0
1454,1.0
1455,1.0
1456,1.0
1457,0.0
1458,1.0
1459,1.0
1460,1.0
1461,1.0
1462,1.0
1463,0.0
1464,0.0
1465,1.0
1466,1.0
1467,1.0
1468,1.0
1469,1.0
1470,1.0
1471,1.0
1472,1.0
1473,1.0
1474,1.0
1475,1.0
1476,1.0
1477,0.0
1478,1.0
1479,1.0
1480,0.0
1481,1.0
1482,1.0
1483,0.0
1484,1.0
1485,1.0
1486,0.0
1487,1.0
1488,1.0
1489,0.0
1490,1.0
1491,1.0
1492,0.0
1493,0.0
1494,1.0
1495,0.0
1496,1.0
1497,1.0
1498,0.0
1499,1.0
1500,1.0
1501,0.0
1502,0.0
1503,1.0
1504,1.0
1505,1.0
1506,1.0
1507,0.0
1508,1.0
1509,1.0
1510,1.0
1511,0.0
1512,1.0
1513,1.0
1514,0.0
1515,0.0
1516,1.0
1517,0.0
1518,0.0
1519,0.0
1520,0.0
1521,0.0
1522,1.0
1523,0.0
1524,1.0
1525,0.0
1526,1.0
1527,0.0
1528,1.0
1529,0.0
1530,1.0
1531,1.0
1532,1.0
1533,1.0
1534,1.0
1535,0.0
1536,0.0
1537,1.0
1538,1.0
1539,0.0
1540,1.0
1541,0.0
1542,1.0
1543,1.0
1544,1.0
1545,1.0
1546,0.0
1547,1.0
1548,1.0
1549,0.0
1550,0.0
1551,0.0
1552,0.0
1553,1.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,1.0
1560,1.0
1561,0.0
1562,0.0
1563,1.0
1564,0.0
1565,0.0
1566,0.0
1567,1.0
1568,1.0
1569,1.0
1570,0.0
1571,0.0
1572,1.0
1573,0.0
1574,0.0
1575,1.0
1576,1.0
1577,1.0
1578,1.0
1579,0.0
1580,1.0
1581,0.0
1582,0.0
1583,1.0
1584,1.0
1585,1.0
1586,1.0
1587,0.0
1588,1.0
1589,0.0
1590,1.0
1591,0.0
1592,1.0
1593,0.0
1594,0.0
1595,1.0
1596,0.0
1597,1.0
1598,1.0
1599,0.0
1600,0.0
1601,1.0
1602,1.0
1603,0.0
1604,0.0
1605,1.0
1606,0.0
1607,1.0
1608,0.0
1609,0.0
1610,1.0
1611,1.0
1612,1.0
1613,0.0
1614,0.0
1615,0.0
1616,1.0
1617,1.0
1618,0.0
1619,0.0
1620,0.0
1621,1.0
1622,0.0
1623,0.0
1624,0.0
1625,1.0
1626,1.0
1627,0.0
1628,1.0
1629,1.0
1630,0.0
1631,1.0
1632,1.0
1633,0.0
1634,0.0
1635,0.0
1636,1.0
1637,1.0
1638,0.0
1639,0.0
1640,0.0
1641,1.0
1642,0.0
1643,1.0
1644,1.0
1645,1.0
1646,0.0
1647,1.0
1648,1.0
1649,1.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,1.0
1657,1.0
1658,1.0
1659,1.0
1660,1.0
1661,1.0
1662,1.0
1663,1.0
1664,1.0
1665,1.0
1666,0.0
1667,0.0
1668,1.0
1669,1.0
1670,1.0
1671,1.0
1672,1.0
1673,1.0
1674,1.0
1675,1.0
1676,1.0
1677,0.0
1678,1.0
1679,1.0
1680,0.0
1681,0.0
1682,1.0
1683,1.0
1684,1.0
1685,1.0
1686,1.0
1687,1.0
1688,1.0
1689,1.0
1690,0.0
1691,0.0
1692,1.0
1693,1.0
1694,1.0
1695,0.0
1696,1.0
1697,1.0
1698,1.0
1699,1.0
1700,0.0
1701,1.0
1702,0.0
1703,0.0
1704,1.0
1705,1.0
1706,1.0
1707,0.0
1708,1.0
1709,1.0
1710,0.0
1711,0.0
1712,0.0
1713,0.0
1714,1.0
1715,1.0
1716,1.0
1717,1.0
1718,1.0
1719,1.0
1720,1.0
1721,0.0
1722,0.0
1723,1.0
1724,1.0
1725,1.0
1726,0.0
1727,1.0
1728,0.0
1729,0.0
1730,0.0
1731,1.0
1732,0.0
1733,1.0
1734,1.0
1735,0.0
1736,0.0
1737,0.0
1738,0.0
1739,1.0
1740,0.0
1741,1.0
1742,1.0
1743,1.0
1744,1.0
1745,0.0
1746,0.0
1747,1.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,1.0
1753,1.0
1754,0.0
1755,0.0
1756,0.0
1757,1.0
1758,0.0
1759,1.0
1760,1.0
1761,0.0
1762,0.0
1763,1.0
1764,0.0
1765,1.0
1766,0.0
1767,1.0
1768,1.0
1769,0.0
1770,0.0
1771,1.0
1772,0.0
1773,1.0
1774,0.0
1775,1.0
1776,0.0
1777,0.0
1778,1.0
1779,1.0
1780,1.0
1781,1.0
1782,1.0
1783,0.0
1784,1.0
1785,1.0
1786,1.0
1787,1.0
1788,1.0
1789,0.0
1790,0.0
1791,0.0
1792,0.0
1793,0.0
1794,0.0
1795,0.0
1796,1.0
1797,1.0
1798,1.0
1799,0.0
1800,1.0
1801,1.0
1802,1.0
1803,1.0
1804,0.0
1805,1.0
1806,1.0
1807,0.0
1808,1.0
1809,0.0
1810,0.0
1811,1.0
1812,1.0
1813,1.0
1814,1.0
1815,0.0
1816,1.0
1817,0.0
1818,1.0
1819,1.0
1820,0.0
1821,0.0
1822,1.0
1823,0.0
1824,1.0
1825,1.0
1826,0.0
1827,0.0
1828,1.0
1829,1.0
1830,0.0
1831,0.0
1832,0.0
1833,0.0
1834,0.0
1835,1.0
1836,1.0
1837,1.0
1838,0.0
1839,0.0
1840,1.0
1841,1.0
1842,1.0
1843,0.0
1844,0.0
1845,0.0
1846,1.0
1847,0.0
1848,1.0
1849,1.0
1850,1.0
1851,1.0
1852,0.0
1853,1.0
1854,1.0
1855,1.0
1856,1.0
1857,1.0
1858,0.0
1859,1.0
1860,0.0
1861,0.0
1862,0.0
1863,1.0
1864,1.0
1865,0.0
1866,1.0
1867,0.0
1868,1.0
1869,0.0
1870,1.0
1871,1.0
1872,0.0
1873,1.0
1874,1.0
1875,1.0
1876,1.0
1877,1.0
1878,1.0
1879,1.0
1880,1.0
1881,0.0
1882,0.0
1883,0.0
1884,0.0
1885,1.0
1886,1.0
1887,1.0
1888,1.0
1889,0.0
1890,1.0
1891,1.0
1892,0.0
1893,0.0
1894,0.0
1895,1.0
1896,0.0
1897,0.0
1898,1.0
1899,0.0
1900,1.0
1901,1.0
1902,0.0
1903,1.0
1904,1.0
1905,1.0
1906,1.0
1907,1.0
1908,0.0
1909,0.0
1910,0.0
1911,0.0
1912,0.0
1913,0.0
1914,0.0
1915,1.0
1916,1.0
1917,1.0
1918,0.0
1919,0.0
1920,1.0
1921,1.0
1922,1.0
1923,0.0
1924,1.0
1925,0.0
1926,0.0
1927,0.0
1928,0.0
1929,1.0
1930,0.0
1931,1.0
1932,1.0
1933,1.0
1934,1.0
1935,1.0
1936,0.0
1937,1.0
1938,1.0
1939,0.0
1940,1.0
1941,0.0
1942,1.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,1.0
1948,1.0
1949,1.0
1950,1.0
1951,0.0
1952,1.0
1953,1.0
1954,1.0
1955,0.0
1956,1.0
1957,1.0
1958,1.0
1959,1.0
1960,0.0
1961,1.0
1962,0.0
1963,1.0
1964,0.0
1965,1.0
1966,1.0
1967,1.0
1968,1.0
1969,1.0
1970,1.0
1971,1.0
1972,0.0
1973,1.0
1974,1.0
1975,1.0
1976,0.0
1977,0.0
1978,0.0
1979,1.0
1980,1.0
1981,1.0
1982,1.0
1983,0.0
1984,0.0
1985,1.0
1986,0.0
1987,1.0
1988,0.0
1989,1.0
1990,1.0
1991,1.0
1992,0.0
1993,1.0
1994,1.0
1995,1.0
1996,1.0
1997,1.0
1998,0.0
1999,1.0
2000,1.0
2001,1.0
2002,0.0
2003,1.0
2004,1.0
2005,1.0
2006,0.0
2007,1.0
2008,1.0
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,1.0
2016,1.0
2017,0.0
2018,1.0
2019,0.0
2020,1.0
2021,0.0
2022,0.0
2023,0.0
2024,1.0
2025,0.0
2026,1.0
2027,1.0
2028,1.0
2029,1.0
2030,0.0
2031,0.0
2032,1.0
2033,1.0
2034,0.0
2035,1.0
2036,1.0
2037,1.0
2038,0.0
2039,0.0
2040,0.0
2041,1.0
2042,0.0
2043,0.0
2044,1.0
2045,1.0
2046,1.0
2047,0.0
2048,1.0
2049,0.0
2050,0.0
2051,1.0
2052,0.0
2053,1.0
2054,1.0
2055,1.0
2056,1.0
2057,0.0
2058,1.0
2059,1.0
2060,1.0
2061,1.0
2062,0.0
2063,0.0
2064,0.0
2065,1.0
2066,1.0
2067,0.0
2068,1.0
2069,1.0
2070,0.0
2071,1.0
2072,0.0
2073,1.0
2074,1.0
2075,0.0
2076,1.0
2077,0.0
2078,1.0
2079,1.0
2080,1.0
2081,1.0
2082,1.0
2083,0.0
2084,0.0
2085,1.0
2086,1.0
2087,0.0
2088,1.0
2089,1.0
2090,0.0
2091,1.0
2092,0.0
2093,1.0
2094,0.0
2095,1.0
2096,0.0
2097,0.0
2098,0.0
2099,0.0
2100,1.0
2101,1.0
2102,1.0
2103,0.0
2104,0.0
2105,1.0
2106,0.0
2107,0.0
2108,1.0
2109,0.0
2110,0.0
2111,0.0
2112,1.0
2113,0.0
2114,1.0
2115,0.0
2116,0.0
2117,1.0
2118,1.0
2119,1.0
2120,0.0
2121,0.0
2122,1.0
2123,1.0
2124,1.0
2125,0.0
2126,0.0
2127,1.0
2128,0.0
2129,1.0
2130,0.0
2131,1.0
2132,1.0
2133,1.0
2134,1.0
2135,0.0
2136,1.0
2137,1.0
2138,1.0
2139,0.0
2140,1.0
